GEO_ID,NAME,P2_001N,P2_002N,P2_005N,P2_006N,P2_007N,P2_008N,P2_009N,P2_010N,P2_011N
Geography,Geographic Area Name,Total,Hispanic or Latino total,White total,Black or African American total,American Indian and Alaska Native total,Asian total,Native Hawaiian and Other Pacific Islander total,Some Other Race total,Two or more races total
0500000US31185,"York County, Nebraska",14125,839,12559,167,71,90,2,30,367
0500000US32001,"Churchill County, Nevada",25516,3586,17870,428,1006,640,87,143,1756
0500000US32003,"Clark County, Nevada",2265461,701416,892802,275002,8487,231972,18877,12890,124015
0500000US32005,"Douglas County, Nevada",49488,6141,38856,183,807,898,81,240,2282
0500000US32007,"Elko County, Nevada",53702,13592,34177,494,2378,555,85,247,2174
0500000US32009,"Esmeralda County, Nevada",729,139,521,4,20,4,0,0,41
0500000US32011,"Eureka County, Nevada",1855,178,1545,2,21,4,3,11,91
0500000US32013,"Humboldt County, Nevada",17285,4511,11032,137,571,152,26,199,657
0500000US32015,"Lander County, Nevada",5734,1256,3975,7,206,27,10,19,234
0500000US32017,"Lincoln County, Nevada",4499,294,3838,168,26,21,13,9,130
0500000US32019,"Lyon County, Nevada",59235,10339,42350,488,1083,924,168,252,3631
0500000US32021,"Mineral County, Nevada",4554,508,2858,161,711,64,8,16,228
0500000US32023,"Nye County, Nevada",51591,7927,37313,1496,620,1028,217,291,2699
0500000US32027,"Pershing County, Nevada",6650,1499,4197,322,198,109,8,21,296
0500000US32029,"Storey County, Nevada",4104,340,3338,24,38,67,8,34,255
0500000US32031,"Washoe County, Nevada",486492,122204,287862,11527,5790,28063,3250,2485,25311
0500000US32033,"White Pine County, Nevada",9080,1457,6354,438,358,105,19,22,327
0500000US32510,"Carson City, Nevada",58639,14870,37064,1079,1072,1358,110,292,2794
0500000US33001,"Belknap County, New Hampshire",63705,1261,58714,324,122,582,11,188,2503
0500000US33003,"Carroll County, New Hampshire",50107,769,46947,131,100,358,6,206,1590
0500000US33005,"Cheshire County, New Hampshire",76458,1802,69264,648,146,1067,46,305,3180
0500000US33007,"Coos County, New Hampshire",31268,672,28629,494,84,193,3,71,1122
0500000US33009,"Grafton County, New Hampshire",91118,2579,80370,783,180,2855,24,368,3959
0500000US33011,"Hillsborough County, New Hampshire",422937,33498,342652,10044,630,16413,112,2383,17205
0500000US33013,"Merrimack County, New Hampshire",153808,3880,137252,2536,310,3013,59,575,6183
0500000US33015,"Rockingham County, New Hampshire",314176,10257,283099,2076,342,6247,79,1236,10840
0500000US33017,"Strafford County, New Hampshire",130889,3914,114599,1434,251,4473,42,403,5773
0500000US33019,"Sullivan County, New Hampshire",43063,822,39123,185,134,403,6,181,2209
0500000US34001,"Atlantic County, New Jersey",274534,53713,148858,39022,357,21563,82,1343,9596
0500000US34003,"Bergen County, New Jersey",955732,204683,511919,49909,811,157500,130,6464,24316
0500000US34005,"Burlington County, New Jersey",461860,40387,294510,74807,609,25980,265,3235,22067
0500000US34007,"Camden County, New Jersey",523485,95255,279274,95135,692,32328,99,2576,18126
0500000US34009,"Cape May County, New Jersey",95263,7465,80040,3305,99,893,22,319,3120
0500000US34011,"Cumberland County, New Jersey",154152,53054,65808,26375,905,2051,12,595,5352
0500000US34013,"Essex County, New Jersey",863728,210353,235125,324081,1238,46957,169,12078,33727
0500000US34015,"Gloucester County, New Jersey",302294,22135,225355,31517,331,9475,74,1103,12304
0500000US34017,"Hudson County, New Jersey",724854,293019,206530,71385,1069,123424,233,9210,19984
0500000US34019,"Hunterdon County, New Jersey",128947,10929,104667,3030,92,5677,8,535,4009
0500000US34021,"Mercer County, New Jersey",387340,84177,168580,72364,427,48330,106,1879,11477
0500000US34023,"Middlesex County, New Jersey",863162,193687,333158,78719,1183,227973,192,7053,21197
0500000US34025,"Monmouth County, New Jersey",643615,80730,460825,39178,482,36008,97,4566,21729
0500000US34027,"Morris County, New Jersey",509285,76661,341175,15586,373,57700,93,2337,15360
0500000US34029,"Ocean County, New Jersey",637229,66329,520578,17649,523,11339,111,3899,16801
0500000US34031,"Passaic County, New Jersey",524118,224030,203542,51859,688,30209,52,3514,10224
0500000US34033,"Salem County, New Jersey",64837,6535,45279,9049,182,649,13,277,2853
0500000US34035,"Somerset County, New Jersey",345361,57379,177411,30480,306,67098,69,2015,10603
0500000US34037,"Sussex County, New Jersey",144221,14310,118247,2858,191,2918,11,666,5020
0500000US34039,"Union County, New Jersey",575345,195519,211245,112261,552,31963,78,6190,17537
0500000US34041,"Warren County, New Jersey",109632,12225,84255,5573,96,2886,28,500,4069
0500000US35001,"Bernalillo County, New Mexico",676444,329481,253355,17871,30628,19226,564,3505,21814
0500000US35003,"Catron County, New Mexico",3579,602,2738,35,47,8,0,37,112
0500000US35005,"Chaves County, New Mexico",65157,37097,24445,947,411,611,29,258,1359
0500000US35006,"Cibola County, New Mexico",27172,8644,5538,254,11767,201,7,196,565
0500000US35007,"Colfax County, New Mexico",12387,5878,5954,25,108,60,11,39,312
0500000US35009,"Curry County, New Mexico",48430,21796,21052,2513,249,733,35,211,1841
0500000US35011,"De Baca County, New Mexico",1698,654,983,3,4,4,4,0,46
0500000US35013,"Doña Ana County, New Mexico",219561,147672,59749,3172,1463,2458,115,839,4093
0500000US35015,"Eddy County, New Mexico",62314,31307,27139,791,518,578,43,404,1534
0500000US35017,"Grant County, New Mexico",28185,13466,13117,249,265,191,18,168,711
0500000US35019,"Guadalupe County, New Mexico",4452,3436,769,64,40,49,0,21,73
0500000US35021,"Harding County, New Mexico",657,282,352,2,0,0,0,1,20
0500000US35023,"Hidalgo County, New Mexico",4178,2390,1645,14,14,11,5,28,71
0500000US35025,"Lea County, New Mexico",74455,45193,23775,2497,477,636,21,294,1562
0500000US35027,"Lincoln County, New Mexico",20269,6496,12339,68,429,138,8,137,654
0500000US35028,"Los Alamos County, New Mexico",19419,3435,13446,157,116,1223,15,138,889
0500000US35029,"Luna County, New Mexico",25427,16670,7671,228,143,160,12,50,493
0500000US35031,"McKinley County, New Mexico",72902,8611,5946,323,55401,935,34,127,1525
0500000US35033,"Mora County, New Mexico",4189,3301,764,10,22,14,0,10,68
0500000US35035,"Otero County, New Mexico",67839,26152,30931,2299,4173,1001,145,377,2761
0500000US35037,"Quay County, New Mexico",8746,3848,4434,89,57,48,2,36,232
0500000US35039,"Rio Arriba County, New Mexico",40363,27159,5945,160,6135,233,5,184,542
0500000US35041,"Roosevelt County, New Mexico",19191,8397,9328,443,163,173,18,114,555
0500000US35043,"Sandoval County, New Mexico",148834,57617,63426,2823,16891,2320,166,679,4912
0500000US35045,"San Juan County, New Mexico",121661,23630,43583,554,48413,872,67,454,4088
0500000US35047,"San Miguel County, New Mexico",27201,20490,5447,264,278,132,2,132,456
0500000US35049,"Santa Fe County, New Mexico",154823,74377,67861,1221,3869,2238,72,969,4216
0500000US35051,"Sierra County, New Mexico",11576,3311,7507,70,106,119,3,31,429
0500000US35053,"Socorro County, New Mexico",16595,8353,5361,121,1946,295,8,75,436
0500000US35055,"Taos County, New Mexico",34489,17430,13706,130,1830,196,4,274,919
0500000US35057,"Torrance County, New Mexico",15045,6265,7761,121,237,51,2,90,518
0500000US35059,"Union County, New Mexico",4079,1596,2234,65,57,6,4,15,102
0500000US35061,"Valencia County, New Mexico",76205,45775,24651,747,2353,341,32,447,1859
0500000US36001,"Albany County, New York",314848,21595,210895,40667,494,24363,166,1821,14847
0500000US36003,"Allegany County, New York",46456,965,42327,809,91,373,6,218,1667
0500000US36005,"Bronx County, New York",1472654,806463,130796,419393,3087,67766,457,16322,28370
0500000US36007,"Broome County, New York",198683,10285,156173,11547,413,9337,64,864,10000
0500000US36009,"Cattaraugus County, New York",77042,1615,67554,996,2661,560,9,212,3435
0500000US36011,"Cayuga County, New York",76248,2636,66313,2727,224,379,54,253,3662
0500000US36013,"Chautauqua County, New York",127657,11769,106063,2891,497,796,49,363,5229
0500000US36015,"Chemung County, New York",84148,2938,69559,5009,198,1426,15,228,4775
0500000US36017,"Chenango County, New York",47220,1117,43153,345,93,236,15,109,2152
0500000US36019,"Clinton County, New York",79843,2856,69251,2753,238,957,24,270,3494
0500000US36021,"Columbia County, New York",61570,3542,50795,2421,70,1423,16,348,2955
0500000US36023,"Cortland County, New York",46809,1658,40801,829,113,1018,6,204,2180
0500000US36025,"Delaware County, New York",44308,1985,38821,1003,93,480,7,154,1765
0500000US36027,"Dutchess County, New York",295911,42224,198495,30126,387,10635,67,1956,12021
0500000US36029,"Erie County, New York",954236,59658,678236,129874,4667,46090,199,3254,32258
0500000US36031,"Essex County, New York",37381,978,33714,610,74,229,7,133,1636
0500000US36033,"Franklin County, New York",47555,1387,38559,1686,4102,191,0,91,1539
0500000US36035,"Fulton County, New York",53324,2134,47051,966,89,343,0,164,2577
0500000US36037,"Genesee County, New York",58388,2752,50960,1358,361,412,16,173,2356
0500000US36039,"Greene County, New York",47931,3109,39494,2159,100,500,3,238,2328
0500000US36041,"Hamilton County, New York",5107,100,4769,30,14,12,1,5,176
0500000US36043,"Herkimer County, New York",60139,1530,54653,682,76,359,32,153,2654
0500000US36045,"Jefferson County, New York",116721,7990,92755,6271,461,2185,300,501,6258
0500000US36047,"Kings County, New York",2736074,516426,968427,729696,3964,370776,718,32897,113170
0500000US36049,"Lewis County, New York",26582,460,24942,103,40,65,11,52,909
0500000US36051,"Livingston County, New York",61834,2721,54611,1071,125,653,6,203,2444
0500000US36053,"Madison County, New York",68016,1673,60965,1071,435,664,11,187,3010
0500000US36055,"Monroe County, New York",759443,72745,506153,112710,1320,32294,181,2958,31082
0500000US36057,"Montgomery County, New York",49532,7312,38237,987,83,479,9,210,2215
0500000US36059,"Nassau County, New York",1395774,256425,779454,147216,1714,163165,292,11780,35728
0500000US36061,"New York County, New York",1694251,402640,793294,199592,1895,219624,882,13335,62989
0500000US36063,"Niagara County, New York",212666,7818,173691,16206,2294,2439,45,737,9436
0500000US36065,"Oneida County, New York",232125,15191,180984,14989,508,10522,72,729,9130
0500000US36067,"Onondaga County, New York",476516,26572,347290,54410,2940,20119,106,1955,23124
0500000US36069,"Ontario County, New York",112458,6113,97397,2439,197,1374,23,418,4497
0500000US36071,"Orange County, New York",401310,89744,231848,41341,754,11665,104,12012,13842
0500000US36073,"Orleans County, New York",40343,2087,34037,1840,177,154,12,141,1895
0500000US36075,"Oswego County, New York",117525,3616,105710,1370,457,870,19,302,5181
0500000US36077,"Otsego County, New York",58524,2392,51490,1189,109,813,7,180,2344
0500000US36079,"Putnam County, New York",97668,17760,71942,2425,80,2146,12,561,2742
0500000US36081,"Queens County, New York",2405464,667861,549358,381375,9576,656583,1110,55489,84112
0500000US36083,"Rensselaer County, New York",161130,9482,124600,11800,310,5711,17,706,8504
0500000US36085,"Richmond County, New York",495747,96960,277981,46835,624,58753,135,3141,11318
0500000US36087,"Rockland County, New York",338329,66451,206113,33775,390,20413,42,3445,7700
0500000US36089,"St. Lawrence County, New York",108505,2832,96556,2788,1143,1089,19,298,3780
0500000US36091,"Saratoga County, New York",235509,8667,203781,3752,301,7444,60,833,10671
0500000US36093,"Schenectady County, New York",158061,12505,104878,15943,930,8281,130,4469,10925
0500000US36095,"Schoharie County, New York",29714,1075,26658,277,68,210,3,123,1300
0500000US36097,"Schuyler County, New York",17898,329,16618,91,38,108,1,43,670
0500000US36099,"Seneca County, New York",33814,1367,29273,1263,151,268,3,80,1409
0500000US36101,"Steuben County, New York",93584,1718,84338,1416,203,1616,12,301,3980
0500000US36103,"Suffolk County, New York",1525920,332959,967330,107268,3102,65019,241,9479,40522
0500000US36105,"Sullivan County, New York",78624,14007,52691,6069,174,1569,10,602,3502
0500000US36107,"Tioga County, New York",48455,1117,44195,434,62,370,12,158,2107
0500000US36109,"Tompkins County, New York",105740,7077,76737,4274,248,10487,35,622,6260
0500000US36111,"Ulster County, New York",181851,21119,136695,10152,306,3778,45,1218,8538
0500000US36113,"Warren County, New York",65737,1752,59299,736,139,729,0,189,2893
0500000US36115,"Washington County, New York",61302,1761,54605,1563,149,319,22,143,2740
0500000US36117,"Wayne County, New York",91283,4514,79230,2397,171,473,13,272,4213
0500000US36119,"Westchester County, New York",1004457,269334,497684,131010,1017,64907,150,8651,31704
0500000US36121,"Wyoming County, New York",40531,1490,35579,1852,83,217,6,77,1227
0500000US36123,"Yates County, New York",24774,674,23049,145,28,93,8,77,700
0500000US37001,"Alamance County, North Carolina",171415,24703,102487,33555,584,2811,86,762,6427
0500000US37003,"Alexander County, North Carolina",36444,1836,30893,1919,111,390,1,83,1211
0500000US37005,"Alleghany County, North Carolina",10888,1288,9186,103,35,15,6,4,251
0500000US37007,"Anson County, North Carolina",22055,665,10593,9838,89,221,4,38,607
0500000US37009,"Ashe County, North Carolina",26577,1519,24028,125,48,102,12,43,700
0500000US37011,"Avery County, North Carolina",17806,987,15549,649,58,56,1,44,462
0500000US37013,"Beaufort County, North Carolina",44652,3433,29431,10195,90,164,16,122,1201
0500000US37015,"Bertie County, North Carolina",17934,330,6298,10674,57,63,0,49,463
0500000US37017,"Bladen County, North Carolina",29606,2546,15830,9505,701,47,8,67,902
0500000US37019,"Brunswick County, North Carolina",136693,7420,110716,11392,743,890,75,366,5091
0500000US37021,"Buncombe County, North Carolina",269452,21922,214862,15017,727,3274,467,1382,11801
0500000US37023,"Burke County, North Carolina",87570,7184,68664,4762,238,3150,64,240,3268
0500000US37025,"Cabarrus County, North Carolina",225804,27263,133781,41687,598,11933,122,1108,9312
0500000US37027,"Caldwell County, North Carolina",80652,4923,67868,3843,196,527,15,238,3042
0500000US37029,"Camden County, North Carolina",10355,340,8200,1049,40,118,1,53,554
0500000US37031,"Carteret County, North Carolina",67686,3119,57538,3208,252,584,63,252,2670
0500000US37033,"Caswell County, North Carolina",22736,1002,14036,6804,65,61,13,57,698
0500000US37035,"Catawba County, North Carolina",160610,17377,116120,12628,379,6937,78,539,6552
0500000US37037,"Chatham County, North Carolina",76285,10372,53087,7768,173,1616,24,308,2937
0500000US37039,"Cherokee County, North Carolina",28774,899,25366,373,417,158,0,66,1495
0500000US37041,"Chowan County, North Carolina",13708,530,8268,4376,43,39,1,18,433
0500000US37043,"Clay County, North Carolina",11089,438,10044,60,44,40,7,23,433
0500000US37045,"Cleveland County, North Carolina",99519,4039,70163,20034,222,854,23,327,3857
0500000US37047,"Columbus County, North Carolina",50623,2613,30019,14503,1670,156,10,143,1509
0500000US37049,"Craven County, North Carolina",100720,7195,64933,19903,318,3059,150,446,4716
0500000US37051,"Cumberland County, North Carolina",334728,39498,133201,124173,4647,8943,1357,2206,20703
0500000US37053,"Currituck County, North Carolina",28100,1218,23505,1377,98,265,22,109,1506
0500000US37055,"Dare County, North Carolina",36915,2554,31921,678,99,260,10,140,1253
0500000US37057,"Davidson County, North Carolina",168930,13902,129487,15839,665,2440,43,491,6063
0500000US37059,"Davie County, North Carolina",42712,3375,34809,2413,96,277,5,124,1613
0500000US37061,"Duplin County, North Carolina",48715,10813,24945,11437,154,155,4,120,1087
0500000US37063,"Durham County, North Carolina",324833,50104,133768,109225,704,16707,83,1809,12433
0500000US37065,"Edgecombe County, North Carolina",48900,2706,17340,27299,128,112,9,138,1168
0500000US37067,"Forsyth County, North Carolina",382590,54688,208126,93738,978,9179,233,1623,14025
0500000US37069,"Franklin County, North Carolina",68573,6962,42285,15785,259,452,17,277,2536
0500000US37071,"Gaston County, North Carolina",227943,20068,153653,39762,753,3509,59,844,9295
0500000US37073,"Gates County, North Carolina",10478,201,6705,3022,64,21,10,29,426
0500000US37075,"Graham County, North Carolina",8030,219,6885,46,570,20,4,4,282
0500000US37077,"Granville County, North Carolina",60992,6211,33610,18315,205,366,24,207,2054
0500000US37079,"Greene County, North Carolina",20451,2936,9644,7206,95,37,0,78,455
0500000US37081,"Guilford County, North Carolina",541299,52152,255640,179423,1918,28719,216,2850,20381
0500000US37083,"Halifax County, North Carolina",48622,1454,19070,24737,1593,281,11,142,1334
0500000US37085,"Harnett County, North Carolina",133568,18899,77876,26769,978,1408,242,707,6689
0500000US37087,"Haywood County, North Carolina",62089,2829,55685,656,308,360,1,156,2094
0500000US37089,"Henderson County, North Carolina",116281,14999,91747,3299,284,1296,241,400,4015
0500000US37091,"Hertford County, North Carolina",21552,1579,6721,12215,188,113,3,99,634
0500000US37093,"Hoke County, North Carolina",52082,7687,19667,16385,3803,716,189,336,3299
0500000US37095,"Hyde County, North Carolina",4589,347,2928,1152,7,7,2,15,131
0500000US37097,"Iredell County, North Carolina",186693,15777,136393,21255,437,4718,58,656,7399
0500000US37099,"Jackson County, North Carolina",43109,3292,32800,736,3849,497,10,105,1820
0500000US37101,"Johnston County, North Carolina",215999,34400,136464,33041,880,1831,71,913,8399
0500000US37103,"Jones County, North Carolina",9172,394,5787,2564,42,32,0,35,318
0500000US37105,"Lee County, North Carolina",63285,13122,36055,10701,231,643,43,227,2263
0500000US37107,"Lenoir County, North Carolina",55122,4365,26582,22034,134,332,22,135,1518
0500000US37109,"Lincoln County, North Carolina",86810,6412,71661,4405,237,692,15,208,3180
0500000US37111,"McDowell County, North Carolina",44578,2947,37788,1707,136,388,0,129,1483
0500000US37113,"Macon County, North Carolina",37014,3498,31535,252,167,250,6,103,1203
0500000US37115,"Madison County, North Carolina",21193,748,19233,197,56,84,1,73,801
0500000US37117,"Martin County, North Carolina",22031,895,11528,8868,69,98,1,64,508
0500000US37119,"Mecklenburg County, North Carolina",1115482,169922,498683,324832,2730,71583,531,6889,40312
0500000US37121,"Mitchell County, North Carolina",14903,701,13514,50,30,52,1,30,525
0500000US37123,"Montgomery County, North Carolina",25751,3924,16504,4192,76,391,2,47,615
0500000US37125,"Moore County, North Carolina",99727,7365,75391,10545,688,1237,59,351,4091
0500000US37127,"Nash County, North Carolina",94970,7322,46317,36679,615,904,28,407,2698
0500000US37129,"New Hanover County, North Carolina",225702,17300,167150,26974,678,3468,148,992,8992
0500000US37131,"Northampton County, North Carolina",17471,353,6835,9649,43,27,4,76,484
0500000US37133,"Onslow County, North Carolina",204576,27641,129499,26939,1019,4508,777,1148,13045
0500000US37135,"Orange County, North Carolina",148696,15812,96537,15571,334,12615,43,798,6986
0500000US37137,"Pamlico County, North Carolina",12276,496,9104,2055,58,50,5,51,457
0500000US37139,"Pasquotank County, North Carolina",40568,2237,21577,14316,150,458,28,178,1624
0500000US37141,"Pender County, North Carolina",60203,4982,44418,7544,195,319,23,243,2479
0500000US37143,"Perquimans County, North Carolina",13005,309,9333,2686,35,36,7,41,558
0500000US37145,"Person County, North Carolina",39097,2195,25132,9879,240,124,8,121,1398
0500000US37147,"Pitt County, North Carolina",170243,12968,86837,59813,494,3056,94,752,6229
0500000US37149,"Polk County, North Carolina",19328,1026,16716,689,51,60,7,41,738
0500000US37151,"Randolph County, North Carolina",144171,19051,108354,8592,666,2158,10,412,4928
0500000US37153,"Richmond County, North Carolina",42946,3072,23610,12770,994,360,7,167,1966
0500000US37155,"Robeson County, North Carolina",116530,11757,29159,26218,43536,897,63,411,4489
0500000US37157,"Rockingham County, North Carolina",91096,6086,64218,16611,282,493,29,287,3090
0500000US37159,"Rowan County, North Carolina",146875,15940,100135,22730,444,1505,71,535,5515
0500000US37161,"Rutherford County, North Carolina",64444,3286,52026,5836,152,343,23,210,2568
0500000US37163,"Sampson County, North Carolina",59036,12249,29729,13944,1002,216,18,156,1722
0500000US37165,"Scotland County, North Carolina",34174,1106,14247,13094,3705,339,15,112,1556
0500000US37167,"Stanly County, North Carolina",62504,3086,48645,7000,210,1140,9,131,2283
0500000US37169,"Stokes County, North Carolina",44520,1456,39609,1619,140,158,11,77,1450
0500000US37171,"Surry County, North Carolina",71359,8496,57771,2413,130,370,11,148,2020
0500000US37173,"Swain County, North Carolina",14117,592,8541,102,4030,53,10,44,745
0500000US37175,"Transylvania County, North Carolina",32986,1698,28542,1027,102,173,22,115,1307
0500000US37177,"Tyrrell County, North Carolina",3245,272,1879,934,5,43,0,13,99
0500000US37179,"Union County, North Carolina",238267,30110,161113,26500,641,9516,90,1199,9098
0500000US37181,"Vance County, North Carolina",42578,3717,16243,21081,91,284,9,110,1043
0500000US37183,"Wake County, North Carolina",1129410,128241,645020,204535,2760,96665,453,6210,45526
0500000US37185,"Warren County, North Carolina",18642,739,7209,9049,953,62,4,65,561
0500000US37187,"Washington County, North Carolina",11003,371,4958,5350,15,37,3,36,233
0500000US37189,"Watauga County, North Carolina",54086,3521,44986,2101,82,938,11,438,2009
0500000US37191,"Wayne County, North Carolina",117333,14927,60199,35329,335,1542,71,454,4476
0500000US37193,"Wilkes County, North Carolina",65969,4654,56316,2580,86,324,5,131,1873
0500000US37195,"Wilson County, North Carolina",78784,9024,36106,29842,239,900,10,257,2406
0500000US37197,"Yadkin County, North Carolina",37214,4382,30357,1071,63,142,0,87,1112
0500000US37199,"Yancey County, North Carolina",18470,1016,16625,104,57,40,1,40,587
0500000US38001,"Adams County, North Dakota",2200,36,2028,12,14,39,1,0,70
0500000US38003,"Barnes County, North Dakota",10853,185,9964,177,92,69,2,24,340
0500000US38005,"Benson County, North Dakota",5964,89,2532,2,3190,7,0,1,143
0500000US38007,"Billings County, North Dakota",945,22,902,4,3,6,0,0,8
0500000US38009,"Bottineau County, North Dakota",6379,141,5688,31,197,42,1,13,266
0500000US38011,"Bowman County, North Dakota",2993,129,2760,0,34,17,3,0,50
0500000US38013,"Burke County, North Dakota",2201,59,2049,12,21,12,0,5,43
0500000US38015,"Burleigh County, North Dakota",98458,3084,84349,2227,4053,1043,316,210,3176
0500000US38017,"Cass County, North Dakota",184525,6182,149442,12761,2367,6034,79,459,7201
0500000US38019,"Cavalier County, North Dakota",3704,45,3485,2,28,16,0,15,113
0500000US38021,"Dickey County, North Dakota",4999,199,4572,19,26,27,0,17,139
0500000US38023,"Divide County, North Dakota",2195,53,2024,23,17,11,4,3,60
0500000US38025,"Dunn County, North Dakota",4095,107,3241,23,455,32,0,10,227
0500000US38027,"Eddy County, North Dakota",2347,77,2102,5,60,0,0,0,103
0500000US38029,"Emmons County, North Dakota",3301,35,3162,0,13,12,0,8,71
0500000US38031,"Foster County, North Dakota",3397,66,3199,7,18,13,0,6,88
0500000US38033,"Golden Valley County, North Dakota",1736,48,1600,5,12,1,1,4,65
0500000US38035,"Grand Forks County, North Dakota",73170,3657,58755,3009,1637,2479,52,169,3412
0500000US38037,"Grant County, North Dakota",2301,26,2169,10,32,11,0,0,53
0500000US38039,"Griggs County, North Dakota",2306,24,2200,8,12,7,0,4,51
0500000US38041,"Hettinger County, North Dakota",2489,34,2319,5,42,5,7,8,69
0500000US38043,"Kidder County, North Dakota",2394,52,2271,3,11,1,5,0,51
0500000US38045,"LaMoure County, North Dakota",4093,88,3897,6,20,7,4,10,61
0500000US38047,"Logan County, North Dakota",1876,35,1773,2,11,0,0,1,54
0500000US38049,"McHenry County, North Dakota",5345,98,5024,11,27,12,6,0,167
0500000US38051,"McIntosh County, North Dakota",2530,53,2375,7,5,23,0,8,59
0500000US38053,"McKenzie County, North Dakota",14704,1532,10268,214,1823,171,5,67,624
0500000US38055,"McLean County, North Dakota",9771,148,8372,32,766,48,7,17,381
0500000US38057,"Mercer County, North Dakota",8350,218,7571,42,193,43,1,18,264
0500000US38059,"Morton County, North Dakota",33291,1312,28796,462,1238,171,39,74,1199
0500000US38061,"Mountrail County, North Dakota",9809,768,5539,113,2737,105,3,34,510
0500000US38063,"Nelson County, North Dakota",3015,69,2844,6,16,9,1,5,65
0500000US38065,"Oliver County, North Dakota",1877,28,1755,3,23,5,3,1,59
0500000US38067,"Pembina County, North Dakota",6844,243,6096,27,133,27,0,22,296
0500000US38069,"Pierce County, North Dakota",3990,72,3611,36,146,17,5,10,93
0500000US38071,"Ramsey County, North Dakota",11605,274,9354,73,1227,72,10,8,587
0500000US38073,"Ransom County, North Dakota",5703,129,5363,36,18,24,0,10,123
0500000US38075,"Renville County, North Dakota",2282,37,2146,5,14,0,0,2,78
0500000US38077,"Richland County, North Dakota",16529,574,14703,155,433,123,19,23,499
0500000US38079,"Rolette County, North Dakota",12187,137,2298,13,9210,23,8,8,490
0500000US38081,"Sargent County, North Dakota",3862,91,3570,48,8,13,0,0,132
0500000US38083,"Sheridan County, North Dakota",1265,10,1191,2,11,6,0,4,41
0500000US38085,"Sioux County, North Dakota",3898,63,401,3,3281,2,0,0,148
0500000US38087,"Slope County, North Dakota",706,8,679,0,2,0,0,0,17
0500000US38089,"Stark County, North Dakota",33646,2274,28307,1033,392,344,51,88,1157
0500000US38091,"Steele County, North Dakota",1798,36,1721,3,7,0,0,0,31
0500000US38093,"Stutsman County, North Dakota",21593,593,19504,444,296,137,4,24,591
0500000US38095,"Towner County, North Dakota",2162,34,1984,2,71,10,1,4,56
0500000US38097,"Traill County, North Dakota",7997,297,7311,48,60,18,4,10,249
0500000US38099,"Walsh County, North Dakota",10563,1316,8676,69,136,45,0,31,290
0500000US38101,"Ward County, North Dakota",69919,4590,55673,2853,1570,1087,129,250,3767
0500000US38103,"Wells County, North Dakota",3982,38,3784,18,17,12,0,4,109
0500000US38105,"Williams County, North Dakota",40950,3897,30761,2041,1125,612,98,164,2252
0500000US39001,"Adams County, Ohio",27477,217,26185,84,74,39,1,33,844
0500000US39003,"Allen County, Ohio",102206,3272,79691,12475,233,835,42,541,5117
0500000US39005,"Ashland County, Ohio",52447,862,48948,383,82,322,33,103,1714
0500000US39007,"Ashtabula County, Ohio",97574,4489,84064,3492,154,338,12,260,4765
0500000US39009,"Athens County, Ohio",62431,1450,54086,2768,223,1210,1,256,2437
0500000US39011,"Auglaize County, Ohio",46422,781,43643,231,76,242,40,71,1338
0500000US39013,"Belmont County, Ohio",66497,824,60536,2071,83,265,11,130,2577
0500000US39015,"Brown County, Ohio",43676,487,41053,302,68,84,2,111,1569
0500000US39017,"Butler County, Ohio",390357,25265,294712,34144,610,15658,480,1546,17942
0500000US39019,"Carroll County, Ohio",26721,299,25204,122,73,52,3,56,912
0500000US39021,"Champaign County, Ohio",38714,648,35314,683,79,125,7,139,1719
0500000US39023,"Clark County, Ohio",136001,5313,109794,12074,314,898,91,538,6979
0500000US39025,"Clermont County, Ohio",208601,4956,187749,3245,345,2529,58,611,9108
0500000US39027,"Clinton County, Ohio",42018,765,38247,819,96,205,6,165,1715
0500000US39029,"Columbiana County, Ohio",101877,1752,93466,2082,161,345,16,217,3838
0500000US39031,"Coshocton County, Ohio",36612,401,34582,389,57,98,7,47,1031
0500000US39033,"Crawford County, Ohio",42025,638,39388,305,40,131,12,70,1441
0500000US39035,"Cuyahoga County, Ohio",1264817,83327,718753,365169,1827,43739,249,5745,46008
0500000US39037,"Darke County, Ohio",51881,859,48994,302,92,181,26,122,1305
0500000US39039,"Defiance County, Ohio",38286,3950,32276,598,79,133,15,88,1147
0500000US39041,"Delaware County, Ohio",214124,7012,171420,7702,242,18158,60,823,8707
0500000US39043,"Erie County, Ohio",75622,3130,61061,6655,121,474,10,232,3939
0500000US39045,"Fairfield County, Ohio",158921,4021,130664,13302,287,3063,31,515,7038
0500000US39047,"Fayette County, Ohio",28951,681,26260,521,43,171,11,88,1176
0500000US39049,"Franklin County, Ohio",1323807,91182,787615,296076,2160,73714,444,7212,65404
0500000US39051,"Fulton County, Ohio",42713,3791,36968,225,60,152,6,120,1391
0500000US39053,"Gallia County, Ohio",29220,262,26955,597,55,148,5,79,1119
0500000US39055,"Geauga County, Ohio",95397,1664,88958,1075,36,666,8,220,2770
0500000US39057,"Greene County, Ohio",167966,5216,135603,11285,330,5516,87,876,9053
0500000US39059,"Guernsey County, Ohio",38438,444,35717,520,87,149,7,65,1449
0500000US39061,"Hamilton County, Ohio",830639,36250,519734,207764,1173,25160,618,3959,35981
0500000US39063,"Hancock County, Ohio",74920,4198,65107,1363,79,1393,26,220,2534
