GEO_ID,NAME,P2_001N,P2_002N,P2_005N,P2_006N,P2_007N,P2_008N,P2_009N,P2_010N,P2_011N
Geography,Geographic Area Name,Total,Hispanic or Latino total,White total,Black or African American total,American Indian and Alaska Native total,Asian total,Native Hawaiian and Other Pacific Islander total,Some Other Race total,Two or more races total
0500000US20133,"Neosho County, Kansas",15904,910,13767,131,127,84,6,25,854
0500000US20135,"Ness County, Kansas",2687,305,2305,2,9,2,0,6,58
0500000US20137,"Norton County, Kansas",5459,311,4690,199,33,35,2,9,180
0500000US20139,"Osage County, Kansas",15766,457,14505,33,43,52,3,24,649
0500000US20141,"Osborne County, Kansas",3500,66,3285,1,19,18,0,3,108
0500000US20143,"Ottawa County, Kansas",5735,144,5268,30,22,10,0,15,246
0500000US20145,"Pawnee County, Kansas",6253,522,5154,246,24,28,0,27,252
0500000US20147,"Phillips County, Kansas",4981,142,4620,19,22,15,1,0,162
0500000US20149,"Pottawatomie County, Kansas",25348,1429,22065,271,109,194,27,70,1183
0500000US20151,"Pratt County, Kansas",9157,741,7872,106,40,45,7,36,310
0500000US20153,"Rawlins County, Kansas",2561,159,2242,18,3,11,0,12,116
0500000US20155,"Reno County, Kansas",61898,6096,50316,1744,397,333,41,173,2798
0500000US20157,"Republic County, Kansas",4674,91,4402,15,13,11,9,0,133
0500000US20159,"Rice County, Kansas",9427,1290,7520,130,41,30,0,14,402
0500000US20161,"Riley County, Kansas",71959,7470,51807,4759,305,3325,224,413,3656
0500000US20163,"Rooks County, Kansas",4919,116,4558,28,2,5,9,7,194
0500000US20165,"Rush County, Kansas",2956,132,2745,6,3,14,0,0,56
0500000US20167,"Russell County, Kansas",6691,236,6039,60,29,28,0,13,286
0500000US20169,"Saline County, Kansas",54303,6642,41506,1732,233,1109,26,162,2893
0500000US20171,"Scott County, Kansas",5151,1027,3895,13,20,15,2,3,176
0500000US20173,"Sedgwick County, Kansas",523824,82630,336271,45076,4450,22205,513,1979,30700
0500000US20175,"Seward County, Kansas",21964,14406,5928,611,66,517,1,42,393
0500000US20177,"Shawnee County, Kansas",178909,23861,125873,13531,1575,2480,162,597,10830
0500000US20179,"Sheridan County, Kansas",2447,145,2212,0,7,12,2,1,68
0500000US20181,"Sherman County, Kansas",5927,773,4798,103,12,13,1,15,212
0500000US20183,"Smith County, Kansas",3570,67,3370,12,15,9,0,5,92
0500000US20185,"Stafford County, Kansas",4072,503,3364,14,21,12,0,2,156
0500000US20187,"Stanton County, Kansas",2084,909,1074,7,21,2,0,0,71
0500000US20189,"Stevens County, Kansas",5250,2020,3007,20,20,22,0,16,145
0500000US20191,"Sumner County, Kansas",22382,1254,19347,200,215,73,0,93,1200
0500000US20193,"Thomas County, Kansas",7930,632,6910,106,12,47,0,24,199
0500000US20195,"Trego County, Kansas",2808,64,2627,4,4,12,0,2,95
0500000US20197,"Wabaunsee County, Kansas",6877,317,6185,31,29,12,4,21,278
0500000US20199,"Wallace County, Kansas",1512,80,1344,3,1,0,2,3,79
0500000US20201,"Washington County, Kansas",5530,275,5084,13,2,4,2,6,144
0500000US20203,"Wichita County, Kansas",2152,636,1412,1,8,0,2,6,87
0500000US20205,"Wilson County, Kansas",8624,261,7679,21,79,35,2,27,520
0500000US20207,"Woodson County, Kansas",3115,71,2864,8,27,0,0,7,138
0500000US20209,"Wyandotte County, Kansas",169245,55814,63079,33945,725,7621,364,573,7124
0500000US21001,"Adair County, Kentucky",18903,643,17044,498,26,63,6,70,553
0500000US21003,"Allen County, Kentucky",20588,574,18987,204,38,48,7,41,689
0500000US21005,"Anderson County, Kentucky",23852,521,21654,482,50,104,4,68,969
0500000US21007,"Ballard County, Kentucky",7728,93,7074,208,7,29,0,5,312
0500000US21009,"Barren County, Kentucky",44485,1889,38804,1697,73,255,53,160,1554
0500000US21011,"Bath County, Kentucky",12750,182,12125,127,4,16,1,15,280
0500000US21013,"Bell County, Kentucky",24097,244,22311,552,32,122,4,58,774
0500000US21015,"Boone County, Kentucky",135968,7707,112602,5609,194,3048,307,465,6036
0500000US21017,"Bourbon County, Kentucky",20252,1486,16770,1033,28,77,8,70,780
0500000US21019,"Boyd County, Kentucky",48261,714,44035,1306,89,277,6,116,1718
0500000US21021,"Boyle County, Kentucky",30614,1490,25074,2155,38,361,3,97,1396
0500000US21023,"Bracken County, Kentucky",8400,90,7964,48,14,13,0,6,265
0500000US21025,"Breathitt County, Kentucky",13718,93,13038,57,11,37,11,0,471
0500000US21027,"Breckinridge County, Kentucky",20432,284,18743,422,43,38,3,64,835
0500000US21029,"Bullitt County, Kentucky",82217,2117,74787,1031,177,445,23,172,3465
0500000US21031,"Butler County, Kentucky",12371,592,11370,15,22,21,3,23,325
0500000US21033,"Caldwell County, Kentucky",12649,198,11190,654,21,53,2,29,502
0500000US21035,"Calloway County, Kentucky",37103,1353,32235,1293,53,433,11,110,1615
0500000US21037,"Campbell County, Kentucky",93076,2309,82743,2796,117,1024,30,370,3687
0500000US21039,"Carlisle County, Kentucky",4826,133,4443,59,27,10,0,0,154
0500000US21041,"Carroll County, Kentucky",10810,795,9401,169,20,44,3,11,367
0500000US21043,"Carter County, Kentucky",26627,254,25425,209,45,58,1,31,604
0500000US21045,"Casey County, Kentucky",15941,539,14836,81,42,52,1,40,350
0500000US21047,"Christian County, Kentucky",72748,5752,46400,15221,272,939,211,280,3673
0500000US21049,"Clark County, Kentucky",36972,1477,32267,1635,63,209,14,79,1228
0500000US21051,"Clay County, Kentucky",20345,353,18686,816,26,21,11,21,411
0500000US21053,"Clinton County, Kentucky",9253,245,8680,39,10,10,3,15,251
0500000US21055,"Crittenden County, Kentucky",8990,113,8524,82,15,5,5,17,229
0500000US21057,"Cumberland County, Kentucky",5888,77,5445,150,1,2,6,6,201
0500000US21059,"Daviess County, Kentucky",103312,4145,87327,4827,130,2417,59,311,4096
0500000US21061,"Edmonson County, Kentucky",12126,156,11486,98,31,32,7,7,309
0500000US21063,"Elliott County, Kentucky",7354,91,6875,246,14,10,0,15,103
0500000US21065,"Estill County, Kentucky",14163,131,13619,30,23,7,0,11,342
0500000US21067,"Fayette County, Kentucky",322570,29750,215343,47501,480,13374,133,1667,14322
0500000US21069,"Fleming County, Kentucky",15082,218,14314,148,22,17,3,42,318
0500000US21071,"Floyd County, Kentucky",35942,308,34654,121,28,96,1,34,700
0500000US21073,"Franklin County, Kentucky",51541,2047,41282,4444,91,1031,14,212,2420
0500000US21075,"Fulton County, Kentucky",6515,151,4566,1433,13,17,11,27,297
0500000US21077,"Gallatin County, Kentucky",8690,492,7762,74,4,13,7,11,327
0500000US21079,"Garrard County, Kentucky",16953,451,15433,301,27,51,8,37,645
0500000US21081,"Grant County, Kentucky",24941,741,22823,179,51,66,33,56,992
0500000US21083,"Graves County, Kentucky",36649,2773,30527,1551,96,173,3,76,1450
0500000US21085,"Grayson County, Kentucky",26420,364,24756,308,71,96,2,75,748
0500000US21087,"Green County, Kentucky",11107,199,10361,160,17,28,2,28,312
0500000US21089,"Greenup County, Kentucky",35962,317,33974,219,68,230,5,83,1066
0500000US21091,"Hancock County, Kentucky",9095,162,8586,79,4,34,0,14,216
0500000US21093,"Hardin County, Kentucky",110702,6695,81085,12510,378,2243,400,597,6794
0500000US21095,"Harlan County, Kentucky",26831,265,25001,541,54,85,0,48,837
0500000US21097,"Harrison County, Kentucky",18692,387,17216,307,26,46,1,47,662
0500000US21099,"Hart County, Kentucky",19288,334,17492,705,33,45,6,30,643
0500000US21101,"Henderson County, Kentucky",44793,1368,37323,3632,78,239,41,167,1945
0500000US21103,"Henry County, Kentucky",15678,545,14065,349,45,35,0,45,594
0500000US21105,"Hickman County, Kentucky",4521,102,3866,380,6,11,0,1,155
0500000US21107,"Hopkins County, Kentucky",45423,1126,39054,2902,70,230,29,119,1893
0500000US21109,"Jackson County, Kentucky",12955,96,12509,12,36,19,4,11,268
0500000US21111,"Jefferson County, Kentucky",782969,59021,490251,167067,1441,26944,559,3707,33979
0500000US21113,"Jessamine County, Kentucky",52991,2384,45191,2247,106,658,27,173,2205
0500000US21115,"Johnson County, Kentucky",22680,198,21860,42,39,101,4,16,420
0500000US21117,"Kenton County, Kentucky",169064,7741,142167,8061,234,2015,241,549,8056
0500000US21119,"Knott County, Kentucky",14251,90,13813,65,8,18,0,7,250
0500000US21121,"Knox County, Kentucky",30193,347,28509,281,82,85,1,34,854
0500000US21123,"Larue County, Kentucky",14867,479,13299,377,47,29,15,47,574
0500000US21125,"Laurel County, Kentucky",62613,1011,58503,440,143,426,4,97,1989
0500000US21127,"Lawrence County, Kentucky",16293,148,15721,36,2,23,4,25,334
0500000US21129,"Lee County, Kentucky",7395,60,6887,280,1,0,0,19,148
0500000US21131,"Leslie County, Kentucky",10513,72,10170,39,15,15,0,4,198
0500000US21133,"Letcher County, Kentucky",21548,133,20773,87,30,57,0,27,441
0500000US21135,"Lewis County, Kentucky",13080,83,12599,36,18,9,4,6,325
0500000US21137,"Lincoln County, Kentucky",24275,475,22493,459,33,60,2,46,707
0500000US21139,"Livingston County, Kentucky",8888,186,8232,25,19,12,6,14,394
0500000US21141,"Logan County, Kentucky",27432,853,23681,1680,43,95,2,92,986
0500000US21143,"Lyon County, Kentucky",8680,152,7733,507,25,34,0,21,208
0500000US21145,"McCracken County, Kentucky",67875,2135,53801,7539,170,660,18,223,3329
0500000US21147,"McCreary County, Kentucky",16888,365,15072,908,58,32,3,17,433
0500000US21149,"McLean County, Kentucky",9152,164,8691,47,10,13,2,28,197
0500000US21151,"Madison County, Kentucky",92701,3064,79591,3880,190,1006,56,260,4654
0500000US21153,"Magoffin County, Kentucky",11637,66,11335,14,14,5,6,13,184
0500000US21155,"Marion County, Kentucky",19581,681,16779,1209,0,123,47,53,689
0500000US21157,"Marshall County, Kentucky",31659,539,29697,101,60,129,9,45,1079
0500000US21159,"Martin County, Kentucky",11287,290,10002,780,42,17,1,1,154
0500000US21161,"Mason County, Kentucky",17120,356,14777,1017,29,107,0,43,791
0500000US21163,"Meade County, Kentucky",30003,1133,25912,952,132,217,73,121,1463
0500000US21165,"Menifee County, Kentucky",6113,57,5873,30,12,2,2,1,136
0500000US21167,"Mercer County, Kentucky",22641,703,20100,748,40,74,14,82,880
0500000US21169,"Metcalfe County, Kentucky",10286,230,9620,114,3,7,0,33,279
0500000US21171,"Monroe County, Kentucky",11338,473,10389,218,9,10,0,25,214
0500000US21173,"Montgomery County, Kentucky",28114,925,25363,614,26,145,1,65,975
0500000US21175,"Morgan County, Kentucky",13726,417,12510,492,20,17,4,10,256
0500000US21177,"Muhlenberg County, Kentucky",30928,569,28204,1203,64,58,3,62,765
0500000US21179,"Nelson County, Kentucky",46738,1214,41113,2183,62,267,8,125,1766
0500000US21181,"Nicholas County, Kentucky",7537,154,7124,41,10,7,2,14,185
0500000US21183,"Ohio County, Kentucky",23772,993,21872,155,26,45,2,54,625
0500000US21185,"Oldham County, Kentucky",67607,3235,57836,2198,108,1160,17,214,2839
0500000US21187,"Owen County, Kentucky",11278,251,10486,83,22,18,4,17,397
0500000US21189,"Owsley County, Kentucky",4051,42,3905,11,1,1,5,4,82
0500000US21191,"Pendleton County, Kentucky",14644,201,13833,56,21,30,3,42,458
0500000US21193,"Perry County, Kentucky",28473,221,26748,374,51,255,1,29,794
0500000US21195,"Pike County, Kentucky",58669,695,55635,485,68,369,11,92,1314
0500000US21197,"Powell County, Kentucky",13129,197,12507,64,17,30,0,23,291
0500000US21199,"Pulaski County, Kentucky",65034,1877,59600,677,160,436,10,150,2124
0500000US21201,"Robertson County, Kentucky",2193,19,2106,6,3,7,0,0,52
0500000US21203,"Rockcastle County, Kentucky",16037,172,15316,52,33,28,0,24,412
0500000US21205,"Rowan County, Kentucky",24662,541,22773,372,32,157,5,105,677
0500000US21207,"Russell County, Kentucky",17991,781,16497,113,58,104,3,23,412
0500000US21209,"Scott County, Kentucky",57155,3103,47704,2907,56,587,19,185,2594
0500000US21211,"Shelby County, Kentucky",48065,5295,37363,2700,76,361,22,212,2036
0500000US21213,"Simpson County, Kentucky",19594,648,16201,1622,58,94,5,72,894
0500000US21215,"Spencer County, Kentucky",19490,450,17764,297,32,90,12,30,815
0500000US21217,"Taylor County, Kentucky",26023,720,22724,1252,26,244,10,110,937
0500000US21219,"Todd County, Kentucky",12243,598,10234,880,14,22,6,41,448
0500000US21221,"Trigg County, Kentucky",14061,317,12202,950,34,27,6,34,491
0500000US21223,"Trimble County, Kentucky",8474,192,7914,28,29,27,4,8,272
0500000US21225,"Union County, Kentucky",13668,188,11802,1029,27,32,1,39,550
0500000US21227,"Warren County, Kentucky",134554,9441,97744,12804,235,7295,661,630,5744
0500000US21229,"Washington County, Kentucky",12027,470,10397,652,25,38,5,52,388
0500000US21231,"Wayne County, Kentucky",19555,902,17872,228,28,60,5,17,443
0500000US21233,"Webster County, Kentucky",13017,845,11145,476,23,24,1,43,460
0500000US21235,"Whitley County, Kentucky",36712,687,34076,531,89,204,10,50,1065
0500000US21237,"Wolfe County, Kentucky",6562,61,6356,27,9,5,0,15,89
0500000US21239,"Woodford County, Kentucky",26871,2013,22361,1211,28,157,10,76,1015
0500000US22001,"Acadia Parish, Louisiana",57576,1641,44115,9946,145,163,2,99,1465
0500000US22003,"Allen Parish, Louisiana",22750,1893,15146,4016,525,183,7,61,919
0500000US22005,"Ascension Parish, Louisiana",126500,10383,79645,30296,266,1681,32,355,3842
0500000US22007,"Assumption Parish, Louisiana",21039,914,13580,5973,83,56,0,17,416
0500000US22009,"Avoyelles Parish, Louisiana",39693,1485,25236,10649,349,345,3,106,1520
0500000US22011,"Beauregard Parish, Louisiana",36549,1271,29039,4082,273,222,27,91,1544
0500000US22013,"Bienville Parish, Louisiana",12981,211,6901,5273,61,21,5,10,499
0500000US22015,"Bossier Parish, Louisiana",128746,10237,78982,29868,573,2341,113,480,6152
0500000US22017,"Caddo Parish, Louisiana",237848,8381,101727,114769,895,3179,120,856,7921
0500000US22019,"Calcasieu Parish, Louisiana",216785,11384,137110,54825,902,3797,137,853,7777
0500000US22021,"Caldwell Parish, Louisiana",9645,221,7551,1528,19,42,3,6,275
0500000US22023,"Cameron Parish, Louisiana",5617,197,5174,71,28,13,1,8,125
0500000US22025,"Catahoula Parish, Louisiana",8906,614,5738,2275,34,26,6,10,203
0500000US22027,"Claiborne Parish, Louisiana",14170,479,7064,6138,43,42,0,21,383
0500000US22029,"Concordia Parish, Louisiana",18687,459,10157,7477,39,115,0,16,424
0500000US22031,"De Soto Parish, Louisiana",26812,762,15122,9586,242,99,0,72,929
0500000US22033,"East Baton Rouge Parish, Louisiana",456781,30551,191355,205552,773,14388,106,1564,12492
0500000US22035,"East Carroll Parish, Louisiana",7459,115,2034,5164,2,17,0,5,122
0500000US22037,"East Feliciana Parish, Louisiana",19539,391,11411,7108,60,46,9,42,472
0500000US22039,"Evangeline Parish, Louisiana",32350,1336,21162,8609,45,183,2,91,922
0500000US22041,"Franklin Parish, Louisiana",19774,276,12430,6508,26,38,0,17,479
0500000US22043,"Grant Parish, Louisiana",22169,1333,16678,3060,193,67,6,42,790
0500000US22045,"Iberia Parish, Louisiana",69929,3897,38572,22984,247,1933,3,227,2066
0500000US22047,"Iberville Parish, Louisiana",30241,1418,14632,13313,58,123,13,75,609
0500000US22049,"Jackson Parish, Louisiana",15031,468,9896,3945,34,146,5,23,514
0500000US22051,"Jefferson Parish, Louisiana",440781,79057,208385,115900,1317,19528,105,2379,14110
0500000US22053,"Jefferson Davis Parish, Louisiana",32250,734,24855,5130,147,100,4,118,1162
0500000US22055,"Lafayette Parish, Louisiana",241753,15983,150475,60677,716,5212,68,904,7718
0500000US22057,"Lafourche Parish, Louisiana",97557,5672,70722,14532,2427,759,31,160,3254
0500000US22059,"LaSalle Parish, Louisiana",14791,1402,11263,1283,133,252,10,26,422
0500000US22061,"Lincoln Parish, Louisiana",48396,1754,25672,18626,145,682,5,106,1406
0500000US22063,"Livingston Parish, Louisiana",142282,8791,114876,11178,365,1116,36,361,5559
0500000US22065,"Madison Parish, Louisiana",10017,204,3414,6173,27,6,5,4,184
0500000US22067,"Morehouse Parish, Louisiana",25629,381,12220,11976,80,89,3,29,851
0500000US22069,"Natchitoches Parish, Louisiana",37515,1490,18898,14857,284,166,19,301,1500
0500000US22071,"Orleans Parish, Louisiana",383997,31017,121385,205876,761,10573,125,2075,12185
0500000US22073,"Ouachita Parish, Louisiana",160368,5658,87426,58804,413,2276,30,408,5353
0500000US22075,"Plaquemines Parish, Louisiana",23515,2236,13764,4863,255,1042,40,191,1124
0500000US22077,"Pointe Coupee Parish, Louisiana",20758,625,12245,7221,37,60,2,57,511
0500000US22079,"Rapides Parish, Louisiana",130023,5090,76323,40261,901,1805,33,459,5151
0500000US22081,"Red River Parish, Louisiana",7620,188,4150,2952,41,0,0,20,269
0500000US22083,"Richland Parish, Louisiana",20043,400,11667,7303,53,50,0,66,504
0500000US22085,"Sabine Parish, Louisiana",22155,710,14850,3520,1790,63,12,69,1141
0500000US22087,"St. Bernard Parish, Louisiana",43764,6010,23165,11370,215,972,6,285,1741
0500000US22089,"St. Charles Parish, Louisiana",52549,4141,32708,13024,215,555,20,172,1714
0500000US22091,"St. Helena Parish, Louisiana",10920,216,4494,5846,38,19,4,23,280
0500000US22093,"St. James Parish, Louisiana",20192,343,9917,9486,28,28,0,28,362
0500000US22095,"St. John the Baptist Parish, Louisiana",42477,3291,13348,24076,105,314,7,140,1196
0500000US22097,"St. Landry Parish, Louisiana",82540,2178,43225,34218,153,374,12,282,2098
0500000US22099,"St. Martin Parish, Louisiana",51767,1679,32919,15050,177,440,3,170,1329
0500000US22101,"St. Mary Parish, Louisiana",49406,4524,26334,14950,911,647,13,179,1848
0500000US22103,"St. Tammany Parish, Louisiana",264570,20844,192144,33969,876,3814,105,1352,11466
0500000US22105,"Tangipahoa Parish, Louisiana",133157,7242,79825,39770,409,942,23,376,4570
0500000US22107,"Tensas Parish, Louisiana",4147,67,1728,2232,0,6,1,11,102
0500000US22109,"Terrebonne Parish, Louisiana",109580,7358,68802,21059,5808,1294,39,299,4921
0500000US22111,"Union Parish, Louisiana",21107,1135,14289,4980,59,38,6,30,570
0500000US22113,"Vermilion Parish, Louisiana",57359,2296,44020,7859,171,1253,9,170,1581
0500000US22115,"Vernon Parish, Louisiana",48750,4175,33599,6325,484,862,289,274,2742
0500000US22117,"Washington Parish, Louisiana",45463,1410,29588,12758,134,161,0,80,1332
0500000US22119,"Webster Parish, Louisiana",36967,688,22554,12142,136,138,12,76,1221
0500000US22121,"West Baton Rouge Parish, Louisiana",27199,1244,14114,10714,59,219,8,70,771
0500000US22123,"West Carroll Parish, Louisiana",9751,325,7799,1338,37,13,0,0,239
0500000US22125,"West Feliciana Parish, Louisiana",15310,651,10585,3589,95,30,5,32,323
0500000US22127,"Winn Parish, Louisiana",13755,1023,8498,3518,77,172,16,25,426
0500000US23001,"Androscoggin County, Maine",111139,2222,95875,6436,382,895,50,376,4903
0500000US23003,"Aroostook County, Maine",67105,912,62163,423,1206,392,18,131,1860
0500000US23005,"Cumberland County, Maine",303069,8011,262137,11925,667,7167,96,1169,11897
0500000US23007,"Franklin County, Maine",29456,407,27211,166,73,383,23,109,1084
0500000US23009,"Hancock County, Maine",55478,969,51098,351,231,560,10,219,2040
0500000US23011,"Kennebec County, Maine",123642,2552,112682,850,460,1215,29,385,5469
0500000US23013,"Knox County, Maine",40607,672,37533,256,139,250,18,144,1595
0500000US23015,"Lincoln County, Maine",35237,395,33071,156,105,227,9,97,1177
0500000US23017,"Oxford County, Maine",57777,865,53456,209,187,275,16,157,2612
0500000US23019,"Penobscot County, Maine",152199,2715,138306,1443,1349,1853,37,420,6076
0500000US23021,"Piscataquis County, Maine",16800,261,15474,57,102,120,7,66,713
0500000US23023,"Sagadahoc County, Maine",36699,649,33830,295,92,247,3,116,1467
